,system,ar,ar_up,ar_down,mplanet,mplanet_up,mplanet_down,rplanet,rplanet_up,rplanet_down,lambda,lambda_up,lambda_down,istar,istar_up,istar_down,psi,psi_up,psi_down,teff,teff_up,teff_down,mstar,mstar_up,mstar_down,rstar,rstar_up,rstar_down,prot,prot_up,prot_down,vsini,vsini_up,vsini_down
150,WASP-180,8.674064661646506,0.473211459161814,0.473211459161814,0.8,0.1,0.1,1.29,0.07,0.07,162.0,5.0,5.0,,,,,,,6600.0,200.0,200.0,1.3,0.1,0.1,1.189999999999999,0.059999999999999,0.059999999999999,0.0,0.0,0.0,19.600000381469727,0.600000023841857,0.600000023841857
151,WASP-189,4.604321856903845,0.106770142747325,0.106770142747325,1.99,0.16,0.14,1.619,0.021,0.021,89.30000305175781,1.399999976158142,1.399999976158142,75.5,3.099999904632568,2.200000047683715,87.42489896586187,5.034009198601594,4.034494070767465,8000.0,80.0,80.0,2.029999999999999,0.066,0.066,2.359999999999999,0.029999999999999,0.029999999999999,0.0,0.0,0.0,100.0,5.0,5.0
152,WASP-190,8.910907286587555,0.5672159737348741,0.5672159737348741,1.0,0.1,0.1,1.149999999999999,0.089999999999999,0.089999999999999,21.0,6.0,6.0,,,,,,,6400.0,100.0,100.0,1.35,0.05,0.05,1.6,0.1,0.1,0.0,0.0,0.0,13.300000190734863,0.600000023841857,0.600000023841857
153,XO-2,7.791593019716804,0.358000580040921,0.5913037161160001,0.5969999999999991,0.021,0.021,1.018999999999999,0.031,0.031,6.9999999999999964,11.0,11.0,64.56913009062286,19.224589556239536,9.605931569292151,26.53847400490816,11.828794680840897,13.713074466793524,5332.0,57.0,57.0,0.9599999999999992,0.05,0.05,0.998,0.032,0.033,41.59999847412109,1.100000023841857,1.100000023841857,1.070000052452087,0.090000003576278,0.090000003576278
154,XO-3,6.912254293025559,0.296456458033899,0.296456458033899,11.83,0.38,0.38,1.248,0.049,0.049,37.29999923706055,3.0,3.0,,,,,,,6429.0,75.0,75.0,1.206,0.058,0.058,1.409,0.056,0.056,0.0,0.0,0.0,18.39999961853028,0.8000000119209281,0.8000000119209281
155,XO-4,7.679999828338623,0.109999999403953,0.109999999403953,1.615,0.1,0.1,1.316999999999999,0.04,0.029,46.70000076293945,6.099999904632568,8.100000381469727,,,,,,,6397.0,70.0,70.0,1.292999999999999,0.029999999999999,0.029,1.554,0.042,0.029999999999999,0.0,0.0,0.0,8.899999618530273,0.5,0.5
156,XO-6,8.07809724399344,1.02973501429831,1.02973501429831,2.009999999999999,0.7099999999999991,0.7099999999999991,2.08,0.179999999999999,0.179999999999999,20.70000076293945,2.299999952316284,2.299999952316284,62.302806354428085,17.448357770638083,9.31835360038879,23.280635104535133,14.342484543750952,2.9299844859492192,6720.0,100.0,100.0,1.47,0.059999999999999,0.059999999999999,1.929999999999999,0.179999999999999,0.179999999999999,1.793318846363266,0.062500034705408,0.062500034705408,48.0,3.0,3.0
157,pi Men,12.498313967600344,0.259355441477159,0.259355441477159,0.042884319331941,0.001195600954132,0.001195600954132,0.191151385868108,0.001336722960106,0.001336722960106,23.999999999999996,4.099999904632568,4.099999904632568,79.70345565597715,10.296544344022848,11.413972466886191,26.899999999999995,5.799999999999999,4.7,5998.0,62.0,62.0,1.07,0.04,0.04,1.169999999999999,0.02,0.02,18.299999237060547,1.0,1.0,3.160000085830688,0.270000010728836,0.270000010728836
158,HAT-P-3,10.028959378448238,,,0.65,0.11,0.11,,,,21.2,8.7,8.7,15.8,6.2,7.3,75.70000000000002,8.5,7.9,5185.0,80.0,80.0,1.06,0.28,0.28,0.87,0.06,0.06,19.9,1.5,1.5,0.46,0.22,0.25
159,HAT-P-33,6.584673820003757,,,0.92,0.5,0.5,,,,5.899999999999998,4.1,4.1,,,,,,,6446.0,88.0,88.0,1.82,1.45,1.45,1.79,0.48,0.48,,,,,,
160,HAT-P-49,5.156517901792032,,,2.2,0.59,0.59,,,,97.7,1.8,1.8,,,,,,,6820.0,52.0,52.0,2.22,0.83,0.83,2.06,0.23,0.23,,,,,,
161,HD 89345,13.106630868116946,,,0.11,0.017,0.018,,,,74.19999999999999,33.6,32.5,,,44.0,80.1,22.3,23.1,5576.0,73.0,76.0,1.16,0.04,0.05,1.75,0.05,0.05,,,,,,
162,K2-105,18.028552644940262,,,0.09439,0.05978,0.05978,,,,81.0,50.0,47.0,,,,,,,5636.0,49.0,52.0,1.05,0.02,0.02,0.97,0.01,0.01,,,,,,
163,WASP-47,9.672685170883222,,,1.14401,0.02297,0.02297,,,,0.0,24.0,24.0,69.9,10.9,9.3,29.199999999999996,11.1,13.3,5552.0,75.0,75.0,1.04,0.03,0.03,1.14,0.01,0.01,39.4,2.2,4.5,1.8,0.24,0.16
164,WASP-156,12.803118980959097,,,0.128,0.01,0.009,,,,105.69999999999997,14.0,14.4,,,,,,,4910.0,61.0,61.0,0.84,0.05,0.05,0.76,0.03,0.03,,,,,,
165,55 Cnc,3.538269171000934,,,0.02514,0.00101,0.00104,,,,9.999999999999996,17.0,20.0,75.0,11.0,18.0,22.999999999999993,14.0,12.0,5172.0,18.0,18.0,0.91,0.02,0.02,0.94,0.01,0.01,38.8,0.05,0.05,2.0,0.53,0.47
166,Qatar-6 A,12.39,0.31,0.31,0.683,0.05,0.046,,,,0.09999999999999831,2.6,2.6,66.8,9.7,23.3,21.82,8.86,18.36,4895.0,77.0,77.0,0.829,0.019,0.022,0.785,0.033,0.023,12.962,0.015,0.015,2.88,0.95,0.66
167,TOI-640,6.835128588849864,,,0.88,0.16,0.16,,,,176.0,3.0,3.0,23.0,3.0,2.0,104.0,2.0,2.0,6460.0,130.0,150.0,1.54,0.07,0.08,2.08,0.06,0.06,6.7,0.6,0.6,6.1,0.5,0.5
168,KELT-11,4.982189596748435,,,0.171,0.015,0.015,,,,77.86,2.36,2.26,,,,,,,5375.0,25.0,25.0,1.44,0.07,0.07,2.69,0.04,0.04,,,,,,
169,TOI-2076,24.302685584949625,,,0.0217,,,,,,2.999999999999995,16.0,15.0,79.0,8.0,11.0,18.0,10.0,9.0,5200.0,70.0,70.0,0.82,0.04,0.04,0.77,0.01,0.01,7.27,0.23,0.23,5.0,1.0,1.0
170,HIP 41378,355.61909589936016,,,0.0467,,,,,,57.1,26.4,17.9,,,,,,,6226.0,43.0,43.0,1.17,0.07,0.07,1.34,0.03,0.03,,,,,,
171,TOI-1478,18.506684752750463,,,0.851,0.052,0.047,,,,6.199999999999998,5.9,5.5,,,,,,,5597.0,83.0,82.0,0.95,0.06,0.04,1.05,0.03,0.03,,,,,,
172,HD 3167,44.08800050828888,,,0.03357,0.00267,0.00255,,,,108.89999999999999,5.4,5.5,,,,107.7,5.1,4.9,5300.0,73.0,73.0,0.85,0.03,0.02,0.87,0.01,0.01,16.2,2.8,2.7,2.41,0.37,0.37
173,HD 3167,4.4579451061031135,,,0.01488,0.00088,0.00091,,,,6.599999999999997,6.6,7.9,,,,29.499999999999996,7.2,9.4,5300.0,73.0,73.0,0.85,0.03,0.02,0.87,0.01,0.01,16.2,2.8,2.7,2.41,0.37,0.37
